"title","stars","text"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great service, awesome food."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","After a long time me my husband and my family went to have a dinner yesterday. The atmosphere is good, the pizzas were as usually tasty and yummy... had a great time with my family 😘😘😍😍"
"Pizza Hut - Union Place","4","Pizza hut with more polite service. Good place to have a chat in most rush are in hart of the city."
"Pizza Hut - Union Place","4","Nkce place for lunch"
"Pizza Hut - Union Place","3","Best outlet in this chain in SL"
"Pizza Hut - Union Place","5","Great place for pizza"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","We always visit as a group to having"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Service is not up to the standard they had earlier
They have not increase the price but the size of the pizza is decreased
The quality they have to increase as dominoes and other pizza providers are more superior than them"
"Pizza Hut - Union Place","5","This has been situated in a very good place very good place to hangout."
"Pizza Hut - Union Place","3","Quick service and clean place"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","5","The best Pizza Hut outlet in Colombo City. Excellent service & friendly staff. Visited this place on multiple occasions. Highly recommended 👍 🌟🌟🌟🌟🌟"
"Pizza Hut - Union Place","5","The best in Sri Lanka."
"Pizza Hut - Union Place","4","Crowded in rush hours and promotion days. Staff needs to be more friendly. Ample space for seating compared to other outlets."
"Pizza Hut - Union Place","5","Excellent service"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4","Services eka adui issara wada karapu staff's godak hondai dan ekektawath kan ahenne naha kamath  parakkui bill eka dennath parakkui"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great place to dine"
"Pizza Hut - Union Place","4","I love pizza Hut.  It is very clean and neat. The food is also tasty. I enjoy eating pizza. And they deliver too but in the delivery side they are slow, they take time to deliver."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","2","Staff is not so efficient"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good place for lunch"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Had an awesome time, customer friendly staff and super tasty pizzas. Can recommend this place to enjoy with your colleagues."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","1","The steward who served me was a guy with arrogance. Food was okay."
"Pizza Hut - Union Place","5","Very tasty. But there were no bottles of water when we wanted to buy as they said it was out of stock. Water bottles are essential in a restaurant.  This should not be done."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Please do not order lime juice. No lime at all. Only water"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","4","A good place to share the happiness"
"Pizza Hut - Union Place","3","Wayy too crowded"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Excellent"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3","The waiters are in a rush; took time to take the order. As soon as you are done eating, they ask you indirectly to leave soon."
"Pizza Hut - Union Place","5","Delicious foods, fast services ect....."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Highly recommended. Good foods with best customer service"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Good service, has space"
"Pizza Hut - Union Place","4","Good service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good location clean and friendly staff, nice service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4","Nice, clean and well organized place, well mannered staffs..
Prices are not much economical,there's a kids play area and a parking area..."
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","highly recommended"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","good and friendly service and great food too."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Friendly staff and good service. Please ring the bell at the door to let the staff know if you are pleased!"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Superb place"
"Pizza Hut - Union Place","5","Awful !"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Excellent"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","good staff, fresh foods, good environment"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","Wow superb palace
Excellent service"
"Pizza Hut - Union Place","5","The best pizza hut in Sir lanka   recommend the devilled chicken pizza"
"Pizza Hut - Union Place","4","One of the best pizza hut branches. They provide good customer service. Polite nice and fast"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great place to have dinner"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Great food and service"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Yummy..."
"Pizza Hut - Union Place","1","Employees don't know how to manage their environment and they talk loudly their  official issues in front of the customers"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Amazing in every way. The oldest and finest Pizza hut in Colombo"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Great service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Best pizza hut branch ever visited."
"Pizza Hut - Union Place","5","Wonderful place and delicious food"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","Same as other outlets. ..
The free pizza one is always like a bread...
Fake offer. ..
Not giving standard pizza for standard price. ...
If you want to eat a good Pizza, You must add ingredients more times..... on the bread. .."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","👌😍"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Too busiest Pizza Hut in the Colombo city. Can't get dine in when your hungry. It so busy & everyone should wait to get the table for a long long time."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Tasty Foods"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Excellent place"
"Pizza Hut - Union Place","4","Good customer service and nice staff"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great pizza, friendly service."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Amazing food but understandably slow service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Pizza hut - can get busy especially on weekends. For tourists/expats be aware that they serve local specialties e.g. devilled chicken. For locals be aware that they serve local specialties that cater for foreigner e.g. it is not very spicy/devilled."
"Pizza Hut - Union Place","3","It was alright"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Nice service and great place to have pizza. Enough space there for any no of people"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Calm place"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Highly recommended. Good foods with best customer service. Too crowdy and noisy if you prefer quiet place :)"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great Service with good offers"
"Pizza Hut - Union Place","5","Nice place.
Took some time to serve food though ;)"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great place to have a wonderful pizza..!"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great service 😊"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Good Food"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good place to quick pizza. Usually bit crowded. Service is good. Parking also available."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Great"
"Pizza Hut - Union Place","5","Good quality"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Pizza"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3","Fast cx service, bit noisy place."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","love it"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Ah Pizza hut. Always delivers the best food you can get. Union place pizza hut holds special place among all pizza huts. Because this one has a great view and luxury. Highly recommended."
"Pizza Hut - Union Place","5","Good and tasty food for the family."
"Pizza Hut - Union Place","5","Great service , great food and affordable pricing"
"Pizza Hut - Union Place","5","Great experience."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4","busy place, as busy not much time to pay attention on quality"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Same old taste"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","great place and value for money with ample parking spaces and kids playing area.."
"Pizza Hut - Union Place","4","I went during their offer two weeks ago. Service was quick and excellent. Compared to other pizza huts, their pizza was yummy and tasty."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","2","Takes too long and does not pay attention."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good food"
"Pizza Hut - Union Place","5","Well, the pizza was great and so was the service! What more do we need!?! Great place 😊👍"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Nice place and friendly people"
"Pizza Hut - Union Place","5","Good Customer service.
Friendly Staff"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","It's good place to get a small party"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Spacious!"
"Pizza Hut - Union Place","4","Good ambiance and service. Great Pizzas"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","3","Better than last visit"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Nice ambience"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","1","We 12 people visited to Pizza Hut union place on 9/8/18 and I must say their service is terrible from the waiter to manager. We wanted to do a small surprise to few of our friends and we needed a small support (just a matter of bringing a cake) and they refused to do it since they are on a promotion on that day. Soon after we finished our meal a manager came asked us to leave. I think you all should train your staff with good manners and etiquettes. A ""saiwer kade"" waiter would treat you better than this. Very disappointed. This is what happen when you hire uneducated people to do your business."
"Pizza Hut - Union Place","4","Typical pizza hut can be a bit crowded when they have offers."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Nice"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great taste compaired to other outlets"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Good service , good food"
"Pizza Hut - Union Place","3","Good, but need more parking space. Should improve cleanliness."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Very busy in the evening. Sometimes have to wait someone finish but there is several pizzas with good taste."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Nice chicken wings"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Delicious food"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Good place! Great service! Love it"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","2","Security guard was rude. Riders hanging out in the car park made remarks to my daughter who was coming back to the vehicle with the Pizza. Very unprofessional contrary to the image we had on Pizza hut."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Foods are good, but the service is not so good, saw some arrogant staffas"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Nice place
Can receive the order in short time
People who work there are bit slow but they comunicated well"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","2","Music is way too loud..its basically annoying"
"Pizza Hut - Union Place","5","Great place"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4","They a late other than that ok"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Friendly service"
"Pizza Hut - Union Place","5","Best place to enjoy a pizza"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Superb meals."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","It's a fast food joint. with tasty pizzas. Comfortable sitting but it's a little expensive therefore good place to eat pizzas maybe once a month"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Luv the variety of Pizza they offer... specially the Cheezy lovers with extra cheese topping"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Yes"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Generally crowded but the staff keeps the service levels up... There's a play area to keep the kids occupied however as it's just next to the car park adult supervision is a must..."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Good"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Nice place to have a quick bite"
"Pizza Hut - Union Place","4","يحتوي على انواع مختلفه من البتزا....ومنظم بشكل جميل ومريح"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good food and service. Energetic staff. Washrooms are separate and have to walk about 50m to reach them."
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Always like the pizza hut but union place branch was a little busy due to the heavy customer base. However its a good place to dine in and have some mouthwatering pizzas"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","A tiny place but nice! Self service"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Well trained team.. Quickly deliver your meal even in a busy hours also"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Slightly slow in service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Best pizza place in town"
"Pizza Hut - Union Place","4","Nothing special. Just another pizza hut."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Best place for family and friends excellent service"
"Pizza Hut - Union Place","5","Super ! Best place to enjoy pizza in town"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Good staff very friendly. Serves good food. Many variations are there. Parking is available for limited vehicles."
"Pizza Hut - Union Place","5","It's awesome...such a beautiful place. good for dine in. You can get both veg and non veg foods. Customer service is super duper😉. Nice atmosphere..."
"Pizza Hut - Union Place","5","Great pizza place"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","Poor customer service"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","5 star rating"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","Service is not good .state of the table unpleasant"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Grate place"
"Pizza Hut - Union Place","4","They need to think about their pricing. But nice place to go for a meal."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Pizza hut"
"Pizza Hut - Union Place","2","Too delay"
"Pizza Hut - Union Place","5","Lovely place. But on holidays little crowded."
"Pizza Hut - Union Place","5","Best pizzahut ever in sri lanka. Nice food. Nice and friendly staff"
"Pizza Hut - Union Place","5","Great pizaa"
"Pizza Hut - Union Place","4","Good vegetarian options."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","No comments needed as this is one of the best services world wide"
"Pizza Hut - Union Place","5","Super"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","It's pizza time!"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good service."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","It is among one of the best pizza hut outlets is the island. Very conveniently located in the heart of Colombo. The building itself is really clean and the service offered by the staff is up-to the standards. Parking available for decent amount of vehicles."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Quite crowded"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good pizza!"
"Pizza Hut - Union Place","2","Too noisy with aimless music, sickening meldue smell, yak"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","2","Not good at all"
"Pizza Hut - Union Place","5","Supportive staff and contain enough parking space."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Nice.But AC is toooo cold"
"Pizza Hut - Union Place","5","Superb branch out of all PizzaHut outlets in terms of quality of the food and friendliness of the staff. I have noticed that pizzas dish out from this outlet contain more ingredients and cheese than the other places."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","First class"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","The pizzas are the best I tasted so far and their delivery is pretty fast. Though for a vegetarian, good options can feel limited."
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Lovely place"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","The staff was friendly. But it took a really long time for my order to come."
"Pizza Hut - Union Place","5","Service and staff are super fantastic.... keep up your good work. Cheers"
"Pizza Hut - Union Place","3","Food was bit late like an hour time, and music is so loud. Apart from that the service is ok need improvement like we ordered the beverags before ordering food and finally it came followed by food."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Love the service. They are very helpful and very clean"
"Pizza Hut - Union Place","5","Always so crowded."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","They have the greatest qulity pizza and service compared to other outlets."
"Pizza Hut - Union Place","5","Excellent"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","3","Clean food"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good Execellent Friendly  customer service Clam place Nice music"
"Pizza Hut - Union Place","4","Clean, quality is good!!"
"Pizza Hut - Union Place","4","Friendly staff and always nothing teaser about Pizza hut Foods Quality. All time the best pizza franchise in Sri Lanka."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Lack of car parking"
"Pizza Hut - Union Place","5","Good customer care"
"Pizza Hut - Union Place","3","Oily pizza with less topping"
"Pizza Hut - Union Place","3","Waited nearly an hour"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Most of the evenings are full of crowd. 😂"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","good updated menu"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Very friendly staff.probably the best pizza hut in colombo."
"Pizza Hut - Union Place","5","Chill place to hangout! Their 15% deal for s awesome!!"
"Pizza Hut - Union Place","5","Excellent service"
"Pizza Hut - Union Place","3","Good place for food"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Went for lunch with a group in a bit of a hurry, not a problem because service was quick and friendly. Great place to hang out with friends. Highly recommend it!"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good customer service.. good food also. price is bit high"
"Pizza Hut - Union Place","5","Yummy food, great kids area"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Customer service must appreciate ❤️"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4","Best Place"
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","3","Arguably the one of the best Pizza Hut outlets in Sri Lanka, in terms of the quality of pizza served. However you would have to wait quite a long time for your order during rush hours, and some of the staff may not be that pleasant and helpful. Usually crowded but a good place to hangout with a big bunch of friends. Not recommended if you need to have a meal in peace, there's a lot going on here especially on evenings."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Very good place...can get busy..nice atmosphere and clean.. friendly staff"
"Pizza Hut - Union Place","4","Nice place"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Reasonable time spent to deliver the meals. Hygenic and was all good"
"Pizza Hut - Union Place","4","Nice place you'll find in busy colombo to spend a moment with your loving ones with delicious  range of pizzas and deserts"
"Pizza Hut - Union Place","5","Good customer service."
"Pizza Hut - Union Place","2","Bad service"
"Pizza Hut - Union Place","5","Good service, friendly staff & nice location"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Good service"
"Pizza Hut - Union Place","5",
