"title","stars","text"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Bit crowded on weekends. Friendly staff"
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Never visited, but the delivery service is really good. I used the web portal. Delivery guy was very friendly. Great service"
"Pizza Hut - Union Place","5","Always love it"
"Pizza Hut - Union Place","5","Good"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Best pizzas in town"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","1","The worst customer service . Waited more than 45 mins without a order and when ask for the order they have cancelled it.
Never happen it before  Really frustated about the experinecr ."
"Pizza Hut - Union Place","5","Pizza Hut has some of the best pizzas specially Tandoori chicken pizza and Hawaiian chicken pizza was awesome and they have large varieties of pizza. What i like about pizza hut is the service you get its top notch, people working here are friendly and the service is fast that is why pizza hut is the go to place for pizzas. Inside the atmosphere and the ambiance is really good, the design of the seating layout is really good. Overall a highly recommend place to go and enjoy some of mouth watering pizzas."
"Pizza Hut - Union Place","1","Poor service"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","One of the busiest outlet I have ever seen but the customer service is so good"
"Pizza Hut - Union Place","2","Grottiger Service.  Den zweiten Stern gab es nur, weil die Pizza ok war. Für mich keine Weiterempfehlung"
"Pizza Hut - Union Place","1","Very Poor Service. Glasses for Drinking Water was not provided saying glasses are not enough for the crowd at the same time.
Worst outlet manager/ shift manager.
Date - 31st March 2022 around 12.00-1.00 pm"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","1","Disappointed customer service and hospitality,,,There were 8 people for a dine in and they served 8plates , and we ordered water bottles and they served one glass for all 8. And when we asked  for more glasses they said if they served more cups for us there wont be enough glasses to serve the others,  just now i came to know that they don’t have enough glasses to serve customers,,, manager did not respond for any of our requirements and only one staff member argued with us ,, why do they charge “service charge” if they can’t really do the service well,"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","2","Very bad hospitality"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","Most poorest experience  ever at a Pizza Hut. I have visited almost all the locations. But this visit was terrible. They served food and our drinks never came until after reminding more than once. by the time we got drinks the food was gone. We ordered additional foods while eating and two different guys came and asked  if we ordered additional foods. It happened more than once. Very poor service . A huge black spot for Pizza Giants name.
I must say they made me very upset. Generally I like giving people 5 stars and appreciate locations even with small mistakes here and there. But here it was  a total disaster."
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","Good"
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5","Good service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Finally properly getting to review Pizza Hut. Been eating it for years now but yes.. never bothered taking the time out to review. To be honest, I love Pizza hut compared to any other brand in the same category of food. But their issue is same as the others… Consistency is never there, there are days when their pizzas are good but I have to make it a point to tell them this. But it gets frustrating to do it all the time. The social media campaigns and pictures are what the usual pizzas should look like, given the price of the pizzas. But however, it never is. The cheese is also not enough at times and the stuffing is not that great.

Lets rate now….My usual orders are the following and I am going to rate the dishes next to each one.

Hot butter cuttlefish pizza:
Flavor is 8/10
Stuffing & quality is 4/10

Chicken Hawaiian Pizza
Flavor is 87/10
Stuffing & quality is 2/10
I have literally counter.. on a personal pan pizza there are 4 cubes of pineapples…. JUST 4
On a large there are close to 15… which is nothing for a pizza that people want pineapple on 😊

Hot and spicy pizza
Flavor is 9/10
Stuffing & quality is 5/10
(If anyone remembers the outlet that served slices at Liberty plaza and cresecat.. you know that this is not the same any more… Come on guys… stand out and keep up to your reputation.

Cheese lovers
Flavor is 7/10
Stuffing & quality is 4/10

Chicken Lovers
Flavor is 8/10
Stuffing & quality is 7/10
This was the first time I ordered it and given the number of toppings it came well…

Double chicken and cheese
Flavor is 8/10
Stuffing & quality is 8/10
The only one that stood out… Now no longer available on the menu…. ☹

The marketing team needs to work on the discount voucher if the survey is done. You make it impossible to do it to get the 20 % discount and when we do complete it we are to retain the old bill till the next time we order… send an SMS or something guys come on.

Overall Pizza hut can be the best of the best.. However unless a proper survey is done and the feedback is listened to and the steps are taken to maintain good stuffing and consistency you are going to loose clients.
Look forward to hearing back from pizza hut on this for any further concerns."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3","Food was as normal as all other outlets. Staff was clumsy and our order was delayed."
"Pizza Hut - Union Place","5","Absolutely love the place, staff and the food. You can order Ceasars salad and soup in this Pizza Hut. :) How awesome is that ?

Update: Went for a quick bite after a long time. Things have changed.  Chicken Ceasar's salad, and the soups are no longer available.  Menu has become like any other PizzaHut. Seating is pretty much the same."
"Pizza Hut - Union Place","5","Good service ..."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Nice place dinning and Takeaway"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Friendliest staff ever. U can drop by and eat pizza even at 2300 hrs. Those giys will attend you within a short period of time. Pizzas are good."
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","Friendly staff and Pizza is good as usual!"
"Pizza Hut - Union Place","1","Worst ever experience without having food"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","Food was awesome, but it took more than 35 mins to get two orders of Garlic bread. Only once asked at the counter it was hastily served, by the look of it they had it ready but for some reason or the other we didn't get it.

Need to improve"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good"
"Pizza Hut - Union Place","1","Busy place and not organized 🤯🤯"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4","Not too much crowded and friendldy staff"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Very creative and nice clean place"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","2","Good food & value for money. Friendly staff. Place was bit over crowded."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Best place to eat and enjoy it day out and have some fun"
"Pizza Hut - Union Place","3","Very disappointed with the service,"
"Pizza Hut - Union Place","5","Best pizza in the town.  Best service."
"Pizza Hut - Union Place","1","Not enough staff to check the dining just 2boys are running in the dining and no managers or supervisors to identify On the floor"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Good"
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","1","Very bad, service very bad and slow motion"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","We had good experience in the restaurant. Friendly staff and they really prefer to delight the customer experience."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","This is the 1st piza hut in Sri Lanka at Union place earlier croud has moved to Hapos, Arthur's piza much tester and good quality and reasonable servings and a good atmosphere too try it 👍"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","excellent service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Crowded in evenings,  but Good Service.."
"Pizza Hut - Union Place","3","Always Crowded during holidays, but service excellent whenever I visited with my family"
"Pizza Hut - Union Place","5","Great Service."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","2","AC is not working properly. It is too hot in there. But staff is very friendly."
"Pizza Hut - Union Place","5","Food is very tasty and good service"
"Pizza Hut - Union Place","4","Good customer service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Super"
"Pizza Hut - Union Place","5","Calm and cool environment to have food with family and friends."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","As a branded restaurant wouldn't expect small size of pizza. As in UK 🇬🇧 if you order small size or individual you get a fair deal for money. However here it was more like a toastie size. However like is good but I rather choose something else for future."
"Pizza Hut - Union Place","5","Good place"
"Pizza Hut - Union Place","5","Good service"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","Worst place for getting food on go, no one was there to take orders and the main counter folks were ignoring our calls. One of the worst service in sub continent"
"Pizza Hut - Union Place","5","Quality foods,"
"Pizza Hut - Union Place","5","I experienced a great experience out there from the staff's in the outlet.
They served a great service & hot food at a low time after the order received 🖤👍"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Great taste and excellent customer service. Peaceful ambience with a lot of available spaces. But I'm still think why was that single cabinet was on the ceiling"
"Pizza Hut - Union Place","2","So apparently its the first pizza hut in Colombo. I read it written on the wall.
Pizza Hut what is wrong with your standards these days??? Can someone explain this potion I got from Union place. I have a picture published about borella and I thought thats just borella but it looks like Pizza Hut Sri Lanka doesn't have any standards anymore... Totally dissappointed... 😒😒😒"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Found a hair in a slice but they offered a replacement in a smaller version."
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4","Good"
"Pizza Hut - Union Place","3","It was my x treat place"
"Pizza Hut - Union Place","5","Service was good and friendly. Table was cleaned and sanitized before we were taken to our seats. Try the mayonnaise base with cheese. Different interesting taste."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Exceptional customer service from the union place outlet as I've received the order and the pizzas were toppled by mistake from the rider. Made the complaint through Facebook messenger and the issue was rectified in 2 days and the outlet was good enough to send me complementary ones on another day. Keep it up!"
"Pizza Hut - Union Place","4","Love to have a pizza in that place"
"Pizza Hut - Union Place","5","We had a really good experience here, preferable dine in rather than take away and/or delivery."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good service ...
Tasty food"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great place"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Loved the pepperoni 🍕"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Friendly staff. Food was tasty 😋"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Always the best in pizza industry.. Srilanka pizza hut is the best in the world ... The quality of customer service and the taste as well .."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good"
"Pizza Hut - Union Place","5","Nice"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Great staff"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","Good service"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","it's very God and testing"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Portion sizes have gotten a lot smaller..."
"Pizza Hut - Union Place","5","The oldest and best outlet. Has managed to keep it charm and the food is still great too"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","I always order the thin crust pizzas
I believe the crust has become a bit dense than usual
Otherwise the flavour was on point and delicious
The double chocolate milkshake was a treat
My little son enjoyed the Mac and cheese"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Fast/ hot n delicious food. Bussy outlet. Seen lovely staff over hear..."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","4","Place is Clean, Good service But the taest is not worth for money"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Superior and valuable"
"Pizza Hut - Union Place","4","It is picking up after COVID relaxation for in-house dining. The main outlet yet to offer its full potential as before."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Nice atmosphere"
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good..."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","Very poor method of giving discounts, making things complecated and not willing to give away the discount as promise. We got 20% but when we walked in union place to get the offer its a terrible experience because i have go through the web with my MSQ which makes life hard. Very simple when you give out the offer let them use rather waiting at you counter for while to get that."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great place to enjoy tasty 🍕.
Good to visit with friends and family."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good choice  of food. Quality  choice and taste is excellent . Orders take time but good service"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Excellent service amidst covid restrictions"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Tasty pizza, everybody can have a meal hear because vegetarian and non vegetarian pizza available hear. They have safety procedure for covid-19, also very clean and staff is very friendly and helpfully. My favorite one is thanduri chicken pizza with cheese."
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good"
"Pizza Hut - Union Place","5","Favourite pizza"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Best ever place to have your pizza 🍕
Very clean and spacious place, cool environment, great customer service 🙌"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Friendly service and quick-serving of the food. Ample space"
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","3","Significant degrade in quality of their pizzas have been noted over the last few months. Not what it was before. 👎"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good Service."
"Pizza Hut - Union Place","5","Very good service. Very helpful staff."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","The best pizza hut along with Dehiwala one. Sufficient parking and best service. Nice outlet"
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5","Excellent"
"Pizza Hut - Union Place","5","Nice"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","when i go there They asked me to order online n collect it fr the shop"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","It was cool but the time they took to prepare was a bit more"
"Pizza Hut - Union Place","5","Quick service and good value for money."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great food. Excellent service. Very comfortable and cozy environment inside. The only minus point is that you have to walk a long distance to reach the wash basins and wash rooms."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Good"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good customer service"
"Pizza Hut - Union Place","2","Ужасное обслуживание ну и подача блюда чуть ли не кинули на стол перед лицом нашим, запахи в этой пиццерии такое ощущение что попал в столовую самого низкого класса.
Посуда пахнет не мытым чем то безобразным, по запаху не понятно даже что ешь.
Попросили пиццу без лука но луком пахла посуда или пицца мы уже не могли разобрать.
Весь сервис кружиться только вокруг пандемии и безопасности и совсем забыли что это ресторан а не больничный центр, и то что мы пришли вообще будто напрягали весь коллектив пиццерии.
Запомнился только cake с мороженным он был бесподобным, только по этой причине я поставил две звёзды а не одну.
В хиккадуве  были в Pizza Hut безупречная пиццерия советую."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Tasty and High Quality"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good Service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Fast service. Tasty. Good for family treat"
"Pizza Hut - Union Place","5","Loved it."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great taste. Customer service is good but not as good as other outlets. Took sometime to place the order. They struggled when I tried to redeem 20% offer. Very crispy crust. Ok car parking space. Plenty of tables available. Recommended."
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5","Excellent 👍"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Super place."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Good place"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Excellent Customer Service. Will visit again with whole family."
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5","Good"
"Pizza Hut - Union Place","4","Good place to dine in."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Excellent customer service"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","On time preparation and served hot, courteous staff"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","1","They never ever add extra cheese when you pay for it..  have complained at least 10 times... They don't seem to be learning... The peradeniya branch puts a proper amount of cheese everytime.. I get annoyed everytime I order in Colombo"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","We are waiting more than 15 minutes  for clean the table Didn't give this spoons very poor service not worth for money other Pizza you the best service this pizza hut very poor  staff and poor service didn't listen anyone"
"Pizza Hut - Union Place","1","Poor service
Signature mudium pan pizza  veg"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good ambience helpful staff and good food"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4","Same old.. Same old... Service was mediocre..."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","We had good food & some quality time❤"
"Pizza Hut - Union Place","5","Delicious pizzas 🍕 specially butter chicken"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","My Favorite Pizza place, though it is commercial, Me and my family still prefer Pizza hut for their variety and quality"
"Pizza Hut - Union Place","5","Only take away is available in these early 2021 days due to Covid. But the usual quality is well maintained."
"Pizza Hut - Union Place","5","Good"
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","4","Usual pizza. quite alright, good variety."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great service..thanks.."
"Pizza Hut - Union Place","5","Love the service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","It was actually a cool place to visit with your fellow mates  . The customer services were so good and they were friendly too."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","Rubish do not eat anyone"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","1","February 14 2021 18:28
The service person was not ready listen. He was so hurry. And my plate was chipped. I ordered 2 classic personal pan pizzas, they said usually they take 15 minutes but I've been waiting for more than 45mins. I'm very disappointed about today. It ruined my whole hunger. I received only one pizza. The other pizza they served me after 15mins. Please look after this and do the needful."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great place"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Nice place"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Lovely place"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good place and friendly staffs..."
"Pizza Hut - Union Place","4","Tried 2 new recepies, but only popcorn chicken is good. Didn't like the other one."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great place to dine with your loved one's.. Have variety of offers to u to choose.....definitely a good place to a nice meal....100% recommended.. 👍👍"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","👌"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Very good service. Good staff. Thank you."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","It was super cool. Coolest staff ever !"
"Pizza Hut - Union Place","5","Always best"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Lovely service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Awesome"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Really great place to have meal"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Service is great!"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good service"
"Pizza Hut - Union Place","5","The best Pizza Hut outlet in Sri Lanka. Fantastic staff, very quick service."
"Pizza Hut - Union Place","5","A cosy private place to have a long chat..."
"Pizza Hut - Union Place","4","Covid safe resturant"
"Pizza Hut - Union Place","5","Very easy to buy and delicious"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good and quick service"
"Pizza Hut - Union Place","5","Wow super"
"Pizza Hut - Union Place","3","Pizza wasn't great at all..I think pizza hut has lost its glory sometime back!"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good customer service"
"Pizza Hut - Union Place","5","Great service"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Best pizza..."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Friendly staff and a relaxing environment with a huge space. Food is also nice"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Best pizza"
"Pizza Hut - Union Place","5","foods"
"Pizza Hut - Union Place","5","Excellent"
"Pizza Hut - Union Place","5","There is a boy who was served and helped to us 19th sep. He is super. And, unoin place pizza hut is good place 💪"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Great service. Relatively bigger than the other pizza hut outlets."
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Loved the food but delayed it a bit.."
"Pizza Hut - Union Place","5","Super Tasty 😋"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","2","No cutlery were given. Limited spacing between tables. Unfriendly staff."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Superb  !!!!!!! ..."
"Pizza Hut - Union Place","5","Service is great. Need to be bit careful when handling customers' request. I requested zero coke bottle received a coke in a cup. So I could not verify whether it is actually zero coke or regular coke."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Too crowded at times"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","It is good that you reintroduce Spicy Veggie with Paneer topping as it is really delicious.👍👍"
"Pizza Hut - Union Place","5","Delicious food 😋
Good service"
"Pizza Hut - Union Place","5","Excellent service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Tasty pizza served clean and warm.
Usual pandemic-times-hand-wash was provided at entrance. Friendly service and quick-serving of the food. Ample space with plenty of room for couples and families.
Can actually be called a top-notch pizzahut branch of the lot."
"Pizza Hut - Union Place","5","Good place have a pizza...."
"Pizza Hut - Union Place","1","Very bad service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Friendly staff"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","So delicious 😋"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good place to buy pizzas and have a good staff."
"Pizza Hut - Union Place","5",
